,dep,title,author,published_date,degree,as.character.main_df.urls..i...
257,理工学研究科,加工ひずみを考慮したモータ鉄損の解析手法に関する研究,"土井, 智史",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24797/?opkey=R155258584404840&idx=27
258,理工学研究科,ヒステリシス特性を考慮した有限要素磁界解析の実用化に関する研究,"北尾, 純士",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24798/?opkey=R155258584404840&idx=28
259,理工学研究科,Development of gerdien condenser for atmospheric pressure plasmas,"Lacdan, Ma Camille Corrales",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24799/?opkey=R155258584404840&idx=29
260,理工学研究科,電気鉄道き電システムの雷対策に向けた実測およびシミュレーション技術に関する一研究,"田中, 弘毅",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24800/?opkey=R155258584404840&idx=30
261,理工学研究科,バイオフィラー強化ポリマーコンポジットの高機能化に関する研究,"荒木, 邦紘",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24801/?opkey=R155258584404840&idx=31
262,理工学研究科,風洞用ムービングベルト上に設置された物体周りの空力特性とその流体制御に関する研究,"井上, 達哉",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24802/?opkey=R155258584404840&idx=32
263,理工学研究科,低環境負荷型セル生産システムに向けた半導体レーザ焼入れ法に関する研究,"織田, 良輔",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24803/?opkey=R155258584404840&idx=33
264,理工学研究科,Numerical modelling of die filling and compaction in pharmaceutical tableting process,"Furukawa, Ryoichi",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24804/?opkey=R155258584404840&idx=34
265,理工学研究科,リチウムイオン電池用Si系負極の実用化に向けた課題とその解決法に関する研究,"吉田, 周平",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24805/?opkey=R155258584404840&idx=35
266,理工学研究科,射出成形におけるスクリュ形状の最適化に関する研究,"井上, 玲",2017-03-02,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24768/?opkey=R155258584404840&idx=36
267,理工学研究科,Conceptual study on the energy independence of fuel cell cogeneration systems using solar energy,"Lamas de Anda, Jorge Eduardo",2016-09-24,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23665/?opkey=R155258584404840&idx=37
268,理工学研究科,Spatial coupling of serially-concatenated codes,"侯, 偉",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23046/?opkey=R155258584404840&idx=38
269,理工学研究科,二体衝突近似にもとづいた粒子 : 物質相互作用の数値シミュレーション,"加藤, 周一",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23047/?opkey=R155258584404840&idx=39
270,理工学研究科,Research of noise and vibration analysis for structures involving transfer path and sound source,"Hela Ladin, Hilmi Bin",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23048/?opkey=R155258584404840&idx=40
271,理工学研究科,産業用ディーゼルエンジンの音響・振動入力モデルの構築と車体開発への適用に関する研究,"明井, 政博",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23049/?opkey=R155258584404840&idx=41
272,理工学研究科,回転工具を用いた難削材加工の高精度化および高能率化に関する研究,"古木, 辰也",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23050/?opkey=R155258584404840&idx=42
273,理工学研究科,エンドミル加工温度のスマートモニタリングとその診断に関する研究,"新堂, 正俊",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23051/?opkey=R155258584404840&idx=43
274,理工学研究科,磁気機能性流体中の気泡挙動および工学的応用に関する研究,"山崎, 晴彦",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23052/?opkey=R155258584404840&idx=44
275,理工学研究科,Studies on construction of the capillary chromatography based on specific fluidic behavior of mixed solvent solution in microspace and consideration of the fluidic behavior,"藤永, 慧",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23053/?opkey=R155258584404840&idx=45
276,理工学研究科,pH変化感知性の自律運動を示すオレイン酸系ベシクルに関する研究,"名和, 愛利香",2016-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/23054/?opkey=R155258584404840&idx=46
277,理工学研究科,Sustainability transformation : towards a theoretical framework,"王, 琦妍",2016-03-22,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/23055/?opkey=R155258584404840&idx=47
278,理工学研究科,Formation of silicon and silicides by new electrochemical processes,"Sakanaka, Yoshihide",2015-09-26,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/22664/?opkey=R155258584404840&idx=48
279,理工学研究科,Development of amorphous RuO2-Ta2O5/Ti anode for oxygen evolution in electrowinning,"Zhang, Tian",2015-09-26,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/22665/?opkey=R155258584404840&idx=49
280,理工学研究科,A study on impedance measurement of small-capacitance circuit using transient waveforms,"Permata, Diah",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17590/?opkey=R155258584404840&idx=50
281,理工学研究科,垂直導体のサージ伝搬特性を考慮した風力発電タワー周波数依存回路解析モデル,"池田, 陽紀",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17591/?opkey=R155258584404840&idx=51
282,理工学研究科,電気泳動法による色素増感型太陽電池の高光電変換効率化に関する研究,"川上, 亮",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17592/?opkey=R155258584404840&idx=52
283,理工学研究科,"Mechanical and corrosion properties of ultrafine-grained low C, N Fe-20%Cr steel produced by equal channel angular pressing","Rifai, Muhammad",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17593/?opkey=R155258584404840&idx=53
284,理工学研究科,Study of improving interfacial strength between matrix and reinforcement for green composites,"南, 基法",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17594/?opkey=R155258584404840&idx=54
285,理工学研究科,Study on the effects of matrix properties on the mechanical properties of carbon fiber reinforced plastic composites,"邵, 永正",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17595/?opkey=R155258584404840&idx=55
286,理工学研究科,5軸制御マシニングセンターの運動精度と加工精度向上に関する研究,"赤井, 孝行",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17596/?opkey=R155258584404840&idx=56
287,理工学研究科,Study on succinic acid extraction by liquid membranes and aqueous two-phase systems containing ionic liquids,"Pratiwi, Aulia Indah",2015-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17597/?opkey=R155258584404840&idx=57
288,理工学研究科,天然長繊維強化熱可塑性生分解樹脂複合材料における成形プロセス最適化に関する研究,"藤浦, 貴保",2015-03-05,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17565/?opkey=R155258584404840&idx=58
289,理工学研究科,Coding and decoding for multiuser communication systems,"路, 姍",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17524/?opkey=R155258584404840&idx=59
290,理工学研究科,語概念連想システムの構築とその応用,"芋野, 美紗子",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17525/?opkey=R155258584404840&idx=60
291,理工学研究科,Unusual growth of ZnO film induced by ion bombardment and applications of ZnO film to acoustic wave devices,"髙柳, 真司",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17526/?opkey=R155258584404840&idx=61
292,理工学研究科,Modeling of corona discharge and Its application to a lightning surge analysis in a power system,"Tran, Huu Thang",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17527/?opkey=R155258584404840&idx=62
293,理工学研究科,双腕ロボットによるプレート2軸旋回運動制御の運動誤差測定とその改善に関する研究,"呉, 魏",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17528/?opkey=R155258584404840&idx=63
294,理工学研究科,工具カタログからのデータマイニングに支援されたものづくりシステムに関する研究,"児玉, 紘幸",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17529/?opkey=R155258584404840&idx=64
295,理工学研究科,乗用車用タイヤの振動特性に関する研究,"松原, 真己",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17530/?opkey=R155258584404840&idx=65
296,理工学研究科,微細複合組織金属の変形機構および塑性加工性に関する研究,"名取, 恵子",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17531/?opkey=R155258584404840&idx=66
297,理工学研究科,アミドアニオン配位単核非ヘム鉄錯体を触媒とする選択酸化反応に関する研究,"荒川, 健吾",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17532/?opkey=R155258584404840&idx=67
298,理工学研究科,テトラピロール系光・電子材料の合成化学的研究,"古田, 尚",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17533/?opkey=R155258584404840&idx=68
299,理工学研究科,テトラアリルポルフィリン共役酸化反応を鍵反応とするメソ置換新規テトラピロールの合成,"掛谷, 和久",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17534/?opkey=R155258584404840&idx=69
300,理工学研究科,水中で機能する超分子ペルオキシダーゼモデルに関する研究,"上田, 卓典",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17535/?opkey=R155258584404840&idx=70
301,理工学研究科,対話型最適化を用いたユーザの感性モデルの抽出に関する研究,"田中, 美里",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17548/?opkey=R155258584404840&idx=71
302,理工学研究科,金属錯体を触媒として導入した過酸化水素蛍光プローブ分子の開発,"武安, 俊幸",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17549/?opkey=R155258584404840&idx=72
303,理工学研究科,シミュレーションによる油圧ショベルの自動化に関する研究,"吉田, 達哉",2014-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17607/?opkey=R155258584404840&idx=73
304,理工学研究科,ウエアラブルな運動計測装置を用いた動作解析システムに関する研究,"足立, 渡",2014-03-06,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17504/?opkey=R155258584404840&idx=74
305,理工学研究科,Studies on mathematical structures of network optimization problems,"渡辺, 扇之介",2013-09-20,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/17497/?opkey=R155258584404840&idx=75
306,理工学研究科,O/Wエマルション圧延時の油導入メカニズム解明と圧延潤滑性及び表面性状の制御可能性に関する研究,"中西, 裕信",2013-09-19,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17489/?opkey=R155258584404840&idx=76
307,理工学研究科,スケールモデルを用いた過渡電磁現象測定の精度向上に関する研究,"西辻, 正典",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17462/?opkey=R155258584404840&idx=77
308,理工学研究科,Wave propagation on covered /cabtyre cables and modeling for inverter surge analysis,"Shendge, Asha",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17463/?opkey=R155258584404840&idx=78
309,理工学研究科,Signal detection and interference avoidance in cognitive radio,"田, 闐",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17464/?opkey=R155258584404840&idx=79
310,理工学研究科,柱上変圧器の非線形磁気特性を用いた太陽光発電システムの単独運転防止方法に関する研究,"吉田, 義昭",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17465/?opkey=R155258584404840&idx=80
311,理工学研究科,磁性ナノ微粒子を含む機能性流体によるエネルギー輸送に関する研究,"岩本, 悠宏",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17466/?opkey=R155258584404840&idx=81
312,理工学研究科,燃料噴射ノズル内キャビテーションと液体噴流挙動に関する研究,"松本, 雅至",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17467/?opkey=R155258584404840&idx=82
313,理工学研究科,Study on the effects of green micro/nano fiber addition on mechanical properties of carbon fiber reinforced epoxy composites,"Phong, Nguyen Tien",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17468/?opkey=R155258584404840&idx=83
314,理工学研究科,アミド-重水混合系における重水分子の回転運動に対する温度および圧力効果の研究,"岡田, 真紀",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17469/?opkey=R155258584404840&idx=84
315,理工学研究科,鉄ポルフィリン/シクロデキストリン超分子錯体による完全合成型人工酸素運搬体の開発,"唐杉, 慶一",2013-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17470/?opkey=R155258584404840&idx=85
316,理工学研究科,Coding-spreading on sparse graph for gaussian multiple-access channel,"Song, Guanghui",2012-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17418/?opkey=R155258584404840&idx=86
317,理工学研究科,ロボットとの相互作用における人間の行動変容とその応用に関する研究,"飯尾, 尊優",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17390/?opkey=R155258584404840&idx=87
318,理工学研究科,Secure and efficient key generation schemes for secret key agreement based on radio propagation characteristics,"清水, 崇之",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17391/?opkey=R155258584404840&idx=88
319,理工学研究科,長距離交流ケーブル連系系統における静止型無効電力補償装置の研究,"田村, 裕治",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17392/?opkey=R155258584404840&idx=89
320,理工学研究科,多軸力覚センサの構造最適化および義足歩行訓練への適用に関する研究,"林, 祐一郎",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17393/?opkey=R155258584404840&idx=90
321,理工学研究科,高強度鋼板による自動車車体部品の薄肉高強度化に関する研究,"渡辺, 憲一",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17394/?opkey=R155258584404840&idx=91
322,理工学研究科,柱状物体を過ぎる流れの不安定性と遷移,"武本, 幸生",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17395/?opkey=R155258584404840&idx=92
323,理工学研究科,水溶性ポルフィリンの分子錯体 : 基礎および医薬化学への展開,"渡辺, 賢司",2012-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17396/?opkey=R155258584404840&idx=93
324,理工学研究科,ディジタル移動通信における電波伝搬特性を用いた秘密鍵共有・秘密情報伝送に関する研究,"北野, 隆康",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17333/?opkey=R155258584404840&idx=94
325,理工学研究科,電気鉄道き電回路における異常現象とその対策に関する研究,"梅田, 繁樹",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17334/?opkey=R155258584404840&idx=95
326,理工学研究科,"PA-MBE法によるSi基板を用いたダブルバッファー層上 AIN,GaN成長","山邊, 信彦",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17335/?opkey=R155258584404840&idx=96
327,理工学研究科,Production and transport of low-energy ion beams for thin film deposition,"Vasquez, Magdaleno, Jr",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17336/?opkey=R155258584404840&idx=97
328,理工学研究科,Study on manufacturing processes for small parts oriented to sustainability,"小川, 幸子",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17337/?opkey=R155258584404840&idx=98
329,理工学研究科,"2輪車用ブレーキディスクの高性能,高機能化に関する研究","小武内, 清貴",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17338/?opkey=R155258584404840&idx=99
330,理工学研究科,ポンプに流入する流れがポンプ性能に及ぼす影響,"和田, 章弘",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17339/?opkey=R155258584404840&idx=100
331,理工学研究科,粉体シミュレーションによる微小金型への顆粒充填プロセスの精密設計に関する研究,"赤司, 雅俊",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17340/?opkey=R155258584404840&idx=101
332,理工学研究科,Studies on new molten salt systems for high temperature molten salt batteries,"藤原, 昌三",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17341/?opkey=R155258584404840&idx=102
333,理工学研究科,Studies on the capillary chromatography based on the tube radial distribution of aqueous-organic mixture carrier solvents under laminar flow conditions,"神野, 直哉",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17342/?opkey=R155258584404840&idx=103
334,理工学研究科,Formation of various metallic/intermetallic nanoparticles by plasma-induced cathodic discharge electrolysis and their characterization,"德重, 学",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17343/?opkey=R155258584404840&idx=104
335,理工学研究科,Analyses on structure and properties of some low temperature fluoride melts containing HF and carbon anode reaction in these melts,"磯貝, 智弘",2011-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17344/?opkey=R155258584404840&idx=105
336,理工学研究科,Development of the PEEC method and its application to a lightning surge study,"Yutthagowith, Peerawut",2010-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17297/?opkey=R155258584404840&idx=106
337,理工学研究科,ユーザとシステムの対話に基づく感性情報の獲得に関する研究,"松村, 冬子",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17271/?opkey=R155258584404840&idx=107
338,理工学研究科,大規模計算環境におけるタンパク質立体構造予測のための分布推定アルゴリズムの研究,"中尾, 昌広",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17272/?opkey=R155258584404840&idx=108
339,理工学研究科,焦電性単結晶を用いた小型X線発生装置の開発と評価,"深尾, 真司",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17273/?opkey=R155258584404840&idx=109
340,理工学研究科,Design of composite electromagnetic wave absorber by controlling permeability and permittivity,"堺, 健司",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17274/?opkey=R155258584404840&idx=110
341,理工学研究科,熱陰極を用いたイオン源プラズマに関する研究,"宮本, 直樹",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17275/?opkey=R155258584404840&idx=111
342,理工学研究科,磁気粘弾性体を用いた流量制御に関する研究,"松村, 和彦",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17276/?opkey=R155258584404840&idx=112
343,理工学研究科,Asymmetric addition reaction of organoboronic acid catalyzed by palladium with ferrocene-based phosphine ligand,"鈴間, 喜教",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17277/?opkey=R155258584404840&idx=113
344,理工学研究科,ホウ素試薬を用いた含窒素化合物の合成に関する研究,"時實, 昌史",2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17278/?opkey=R155258584404840&idx=114
345,理工学研究科,Study on heterogeneous nucleation on particles and its application to design of functional composite particles,山中 真也,2010-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17279/?opkey=R155258584404840&idx=115
346,理工学研究科,小型流体軸受における軸受端テーパシールからの油漏れに関する基礎研究,"菱田, 典明",2009-09-26,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17236/?opkey=R155258584404840&idx=116
347,理工学研究科,連想と常識判断に基づく自然言語会話システム構成法の研究,"吉村, 枝里子",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17204/?opkey=R155258584404840&idx=117
348,理工学研究科,Study on Genetic Algorithm for Structure Optimization,"李, 翠敏",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17205/?opkey=R155258584404840&idx=118
349,理工学研究科,電磁界数値解析技術の高度化および基盤構築に関する研究,"北川, 亘",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17206/?opkey=R155258584404840&idx=119
350,理工学研究科,ZnOバリスタの課電劣化と粒界構造の相関性に関する研究,"高田, 雅之",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17207/?opkey=R155258584404840&idx=120
351,理工学研究科,Large Eddy Simulationによる非定常噴霧構造および噴霧火災の三次元解析,"堀, 司",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17208/?opkey=R155258584404840&idx=121
352,理工学研究科,内燃機関を搭載したエンクロージャー構造物の騒音低減に関する研究,"上原, 洋志",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17209/?opkey=R155258584404840&idx=122
353,理工学研究科,Effects of surface modification and water absorption on the mechanical properties of bamboo fiber reinforced composites,"金, 孝鎮",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17210/?opkey=R155258584404840&idx=123
354,理工学研究科,制限反応場で調製した硫化亜鉛ナノ粒子の光学特性に関する研究,"弘田, 恭幸",2009-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17211/?opkey=R155258584404840&idx=124
355,理工学研究科,Direction of Arrival Estimation Using Hexagonal-Array Signal Processing,"TAILLEFER, Eddy",2008-09-27,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17186/?opkey=R155258584404840&idx=125
356,理工学研究科,音楽活動支援システムの構築に関する研究,"江村, 伯夫",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17162/?opkey=R155258584404840&idx=126
357,理工学研究科,大規模概念ベースの自動構築と概念連想方式の研究,"奥村, 紀之",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17163/?opkey=R155258584404840&idx=127
358,理工学研究科,Studies in Signal Processing for Robust Speech Recognition in Noisy and Reverberant Environments,"Ota, Kenko",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17164/?opkey=R155258584404840&idx=128
359,理工学研究科,需要家配電系統での高調波多地点同時観測および背後インピーダンス計測システムの開発,"三木, 貫",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17165/?opkey=R155258584404840&idx=129
360,理工学研究科,"Characterization of gas-liquid two-phase flow regimes using Magnetic fluid: setup, measurements, signal processing and data analysis","Kuwahara, Takuya",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17166/?opkey=R155258584404840&idx=130
361,理工学研究科,回転2円板間流れの不安定性と遷移,"三浦, 知仁",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17167/?opkey=R155258584404840&idx=131
362,理工学研究科,油圧ショベルの乗心地に関する振動シミュレーション技術の研究,"安藤, 博昭",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17168/?opkey=R155258584404840&idx=132
363,理工学研究科,分布型3軸力センサを用いたマニピュレーションシステムに関する研究,"伊藤, 彰人",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17169/?opkey=R155258584404840&idx=133
364,理工学研究科,アンバランスドマグネトロンスパッタ法により形成したダイヤモンドライクカーボン膜の密着性に関する研究,"中村, 守正",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17170/?opkey=R155258584404840&idx=134
365,理工学研究科,減圧沸騰噴霧の適用によるCVD新気化供給法の構築,"大嶋, 元啓",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17174/?opkey=R155258584404840&idx=135
366,理工学研究科,Development of green composites based on bamboo fibers,"Duc, Vu Minh",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17175/?opkey=R155258584404840&idx=136
367,理工学研究科,ポルフィリン/シクロデキストリン超分子系を用いたタンパク質機能制御に関する研究,"石田, 善行",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17176/?opkey=R155258584404840&idx=137
368,理工学研究科,粒子-流体混相シミュレーションによる微粒子材料プロセシングに関する研究,"西浦, 泰介",2008-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17177/?opkey=R155258584404840&idx=138
369,理工学研究科,陸上移動通信における伝搬路特性に基づく秘密鍵共有・暗号化方式の研究,"北浦, 明人",2007-09-29,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17133/?opkey=R155258584404840&idx=139
370,理工学研究科,風力発電システム雷撃時に発生する過電圧に関する研究,"山本, 和男",2007-03-31,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/17124/?opkey=R155258584404840&idx=140
371,生命医科学研究科,Double-strand breaks (DSBs) and structure transition on genome-sized DNA,"Ma, Yue",2018-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26368/?opkey=R155258584804840&idx=1
372,生命医科学研究科,Regulation of amyloid-β production : studies of γ-secretase activity on nicastrin glycosylation and tetraspanin-7,"Moniruzzaman, Mohammad",2018-09-20,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/26369/?opkey=R155258584804840&idx=2
373,生命医科学研究科,非平衡ゆらぎが創り出すパターンダイナミクス : 実空間モデルによる研究,"鷹取, 慧",2018-09-13,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26359/?opkey=R155258584804840&idx=3
374,生命医科学研究科,A fundamental study on biomimetic sensory augmentation based on bat biosonar,"角谷, 美和",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26166/?opkey=R155258584804840&idx=4
375,生命医科学研究科,A study on the development and utilization of a micro-endoscopic system for functional assessment of neural circuits in deep brain regions,"八代, 英敬",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26167/?opkey=R155258584804840&idx=5
376,生命医科学研究科,慢性骨髄性白血病の病原因子である p210 BCR-ABLのPHドメインに関する病理的機能解析,"島﨑, 健太朗",2018-03-22,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/26168/?opkey=R155258584804840&idx=6
377,生命医科学研究科,Molecular regulation and biological function of NRF3 (NFE2L3) in cancer cells,"Chowdhury, A M Masudul Azad",2017-09-20,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/25766/?opkey=R155258584804840&idx=7
378,生命医科学研究科,Modulation of in vitro osteoclastogenesis by glycated proteins,"Mamun Or Rashid, A N M",2017-09-20,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/25767/?opkey=R155258584804840&idx=8
379,生命医科学研究科,Anti-adhesive effects of the newly developed two-layered gelatin sheet in dogs,"Torii, Hiroko",2017-03-22,博士(理学),https://doors.doshisha.ac.jp/duar/repository/ir/24806/?opkey=R155258584804840&idx=9
380,生命医科学研究科,A study on cheap robust sensing for obstacle avoidance guidance based on bio-sonar strategy of bats,"Yamada, Yasufumi",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24807/?opkey=R155258584804840&idx=10
381,生命医科学研究科,Vocal recognition in primate : comparison between Japanese macaques and humans,"Furuyama, Takafumi",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24808/?opkey=R155258584804840&idx=11
382,生命医科学研究科,原子効率に優れたアリルアルコール類の新規触媒的分子変換法に関する研究,"中村, 祐士",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24809/?opkey=R155258584804840&idx=12
383,生命医科学研究科,MRIと脳波計の同時計測による情動に対応する脳部位推定に関する研究,"奥谷, 晃久",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24810/?opkey=R155258584804840&idx=13
